id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label,srcip,dstip
74,15.226356,tcp,-,REQ,18,0,810,0,1.116485,254,0,401.934662,0.0,17,0,895.668,0.0,1477.873125,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,4,2,2,17,0,0,0,4,17,0,Normal,0,192.168.1.23,192.168.1.254
75,15.374568,tcp,-,REQ,16,0,720,0,0.975637,254,0,351.22937,0.0,15,0,1024.971188,0.0,1831.659375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,Normal,0,192.168.1.24,192.168.1.254
76,15.374568,tcp,-,REQ,16,0,720,0,0.975637,254,0,351.22937,0.0,15,0,1024.971188,0.0,1831.659375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,Normal,0,192.168.1.25,192.168.1.254
77,15.374568,tcp,-,REQ,16,0,720,0,0.975637,254,0,351.22937,0.0,15,0,1024.971188,0.0,1831.659375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,3,3,3,17,0,0,0,3,17,0,Normal,0,192.168.1.26,192.168.1.254
78,0.582389,tcp,-,FIN,10,6,534,268,25.755981,254,252,6607.267578,3076.981201,2,1,64.699778,96.684398,3507.093149,155.981016,255,4226419251,1222508038,255,0.178731,0.098958,0.079773,53,45,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0,192.168.1.27,192.168.1.254
79,16.448053,tcp,-,REQ,14,0,630,0,0.790367,254,0,284.532166,0.0,13,0,1265.234875,0.0,2435.79,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.28,192.168.1.254
80,16.76671,tcp,-,REQ,14,0,630,0,0.775346,254,0,279.124512,0.0,13,0,1289.747,0.0,2508.6645,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.29,192.168.1.254
81,16.76671,tcp,-,REQ,14,0,630,0,0.775346,254,0,279.124512,0.0,13,0,1289.747,0.0,2508.6645,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.27,192.168.1.254
82,15.40279,tcp,-,REQ,14,0,630,0,0.844003,254,0,303.841064,0.0,13,0,1184.83,0.0,2188.4775,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.28,192.168.1.254
83,16.448053,tcp,-,REQ,14,0,630,0,0.790367,254,0,284.532166,0.0,13,0,1265.234875,0.0,2435.79,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.29,192.168.1.254
84,2.462774,tcp,-,FIN,10,8,2516,354,6.902785,254,252,7357.556641,1006.994507,2,1,273.641556,328.576719,17425.54618,481.345844,255,3840327893,3548556327,255,0.2792,0.162075,0.117125,252,44,0,0,18,1,1,1,1,1,0,0,0,10,1,0,Normal,0,192.168.1.10,192.168.1.254
85,1.047169,tcp,-,FIN,10,8,534,354,16.234247,254,252,3674.669678,2368.290283,2,1,116.352111,132.691281,7064.833854,172.447047,255,3922662296,186468384,255,0.171522,0.11764,0.053882,53,44,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0,192.168.1.11,192.168.1.254
86,16.76671,tcp,-,REQ,14,0,630,0,0.775346,254,0,279.124512,0.0,13,0,1289.747,0.0,2508.6645,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.12,192.168.1.254
87,16.448053,tcp,-,REQ,14,0,630,0,0.790367,254,0,284.532166,0.0,13,0,1265.234875,0.0,2435.79,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.13,192.168.1.254
88,15.40279,tcp,-,REQ,14,0,630,0,0.844003,254,0,303.841064,0.0,13,0,1184.83,0.0,2188.4775,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.14,192.168.1.254
89,15.40279,tcp,-,REQ,14,0,630,0,0.844003,254,0,303.841064,0.0,13,0,1184.83,0.0,2188.4775,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,9,3,3,17,0,0,0,10,17,0,Normal,0,192.168.1.15,192.168.1.254
90,2.417396,tcp,http,FIN,12,10,896,1142,8.687033,62,252,2720.282471,3402.007568,2,2,219.671639,251.911219,13318.12168,368.903437,255,1647371567,938705912,255,0.301504,0.150194,0.15131,75,114,1,126,1,1,2,1,1,1,0,0,1,1,1,0,Normal,0,192.168.1.16,192.168.1.254
91,16.044233,tcp,-,REQ,12,0,540,0,0.685605,254,0,246.817657,0.0,11,0,1458.56675,0.0,2845.959,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,2,2,7,0,0,0,5,8,0,Normal,0,192.168.1.14,192.168.1.254
92,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0,192.168.1.15,192.168.1.254
93,16.044233,tcp,-,REQ,12,0,540,0,0.685605,254,0,246.817657,0.0,11,0,1458.56675,0.0,2845.959,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,18,6,2,1,1,17,0,0,0,1,17,0,Normal,0,192.168.1.16,192.168.1.254
94,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0,192.168.1.17,192.168.1.254
95,16.352577,tcp,-,REQ,12,0,540,0,0.672677,254,0,242.163666,0.0,11,0,1486.598,0.0,2934.0635,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,3,3,7,0,0,0,5,8,0,Normal,0,192.168.1.18,192.168.1.254
96,16.044233,tcp,-,REQ,12,0,540,0,0.685605,254,0,246.817657,0.0,11,0,1458.56675,0.0,2845.959,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,2,2,7,0,0,0,5,8,0,Normal,0,192.168.1.19,192.168.1.254
97,0.664512,tcp,-,FIN,10,6,534,268,22.572957,254,252,5790.71582,2696.71582,2,1,69.994778,114.784602,3565.853629,166.495,255,2600388172,623342715,255,0.148054,0.090584,0.05747,53,45,0,0,5,1,1,1,1,3,0,0,0,2,3,0,Normal,0,192.168.1.20,192.168.1.254
98,0.860208,tcp,-,FIN,10,6,534,268,17.437643,254,252,4473.336914,2083.217041,2,1,95.474667,156.240203,4650.146095,225.094078,255,2537299422,4130059309,255,0.16717,0.079005,0.088165,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0,192.168.1.21,192.168.1.254
99,15.102544,tcp,-,REQ,10,0,450,0,0.595926,254,0,214.533401,0.0,9,0,1678.0605,0.0,3601.72875,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,3,11,0,Normal,0,192.168.1.22,192.168.1.254
100,1.979445,tcp,http,FIN,10,10,810,1228,9.59865,62,252,2946.280518,4469.939941,2,2,219.938333,211.908,14679.52685,514.389156,255,504743724,17824254,255,0.14109,0.071357,0.069733,81,123,1,168,2,1,1,1,1,2,0,0,1,1,2,0,Normal,0,192.168.1.23,192.168.1.254
101,15.102544,tcp,-,REQ,10,0,450,0,0.595926,254,0,214.533401,0.0,9,0,1678.0605,0.0,3601.72875,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,3,11,0,Normal,0,192.168.1.21,172.16.0.10
102,1.763225,tcp,-,FIN,10,8,2516,354,9.641424,254,252,10276.62402,1406.513672,2,1,193.716111,229.543281,11342.30539,425.373531,255,732537965,857310543,255,0.228211,0.156418,0.071793,252,44,0,0,8,1,1,1,1,1,0,0,0,3,1,0,Normal,0,192.168.1.22,172.16.0.10
103,0.651652,tcp,-,FIN,10,6,534,268,23.018422,254,252,5904.992188,2749.934082,2,1,68.209889,112.848203,3503.393362,172.291953,255,573378078,3844895218,255,0.191544,0.087402,0.104142,53,45,0,0,5,1,1,1,1,3,0,0,0,1,3,0,Normal,0,192.168.1.23,172.16.0.10
104,15.684376,tcp,-,REQ,10,0,450,0,0.573819,254,0,206.575012,0.0,9,0,1742.7085,0.0,3773.5005,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,2,2,2,7,0,0,0,3,8,0,Normal,0,192.168.1.24,172.16.0.10
105,15.684376,tcp,-,REQ,10,0,450,0,0.573819,254,0,206.575012,0.0,9,0,1742.7085,0.0,3773.5005,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,2,2,2,7,0,0,0,3,8,0,Normal,0,192.168.1.25,172.16.0.10
106,15.008936,tcp,-,REQ,8,0,360,0,0.466389,254,0,167.899979,0.0,7,0,2144.13375,0.0,4393.9205,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0,192.168.1.26,172.16.0.10
107,15.008936,tcp,-,REQ,8,0,360,0,0.466389,254,0,167.899979,0.0,7,0,2144.13375,0.0,4393.9205,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0,192.168.1.27,172.16.0.10
108,1.15935,tcp,-,FIN,10,8,534,354,14.663388,254,252,3319.101074,2139.129639,2,1,122.448111,153.663141,8652.007826,198.409875,255,1859843698,1145592012,255,0.153635,0.083699,0.069936,53,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,Normal,0,192.168.1.28,172.16.0.10
109,16.131804,tcp,-,REQ,8,0,360,0,0.433925,254,0,156.213165,0.0,7,0,2304.54325,0.0,4770.138,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0,192.168.1.29,172.16.0.10
110,16.131804,tcp,-,REQ,8,0,360,0,0.433925,254,0,156.213165,0.0,7,0,2304.54325,0.0,4770.138,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,2,2,2,11,0,0,0,2,11,0,Normal,0,192.168.1.10,172.16.0.10
111,0.717487,tcp,-,FIN,10,6,534,268,20.906303,254,252,5363.163574,2497.606201,2,1,66.388333,126.871,3284.802132,162.022297,255,4059060577,1649278110,255,0.132444,0.083125,0.049319,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0,192.168.1.28,192.168.1.1
112,16.488672,tcp,-,REQ,6,0,270,0,0.303238,254,0,109.165855,0.0,5,0,3297.7345,0.0,6174.6335,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,5,2,2,11,0,0,0,5,11,0,Normal,0,192.168.1.29,192.168.1.1
113,0.874834,tcp,-,FIN,10,8,2516,354,19.432258,254,252,20712.5,2834.823486,2,1,97.190556,104.87743,5023.861708,182.480562,255,2138990264,4013507049,255,0.228169,0.140685,0.087484,252,44,0,0,12,1,1,1,1,3,0,0,0,2,3,0,Normal,0,192.168.1.10,192.168.1.1
114,16.800188,tcp,-,REQ,6,0,270,0,0.297616,254,0,107.141655,0.0,5,0,3360.0375,0.0,6278.833,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,1,1,1,9,0,0,0,2,9,0,Normal,0,192.168.1.11,192.168.1.1
115,16.488672,tcp,-,REQ,6,0,270,0,0.303238,254,0,109.165855,0.0,5,0,3297.7345,0.0,6174.6335,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,5,2,2,11,0,0,0,5,11,0,Normal,0,192.168.1.12,192.168.1.1
116,16.800188,tcp,-,REQ,6,0,270,0,0.297616,254,0,107.141655,0.0,5,0,3360.0375,0.0,6278.833,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,5,1,1,11,0,0,0,5,11,0,Normal,0,192.168.1.13,192.168.1.1
117,1.538604,tcp,http,FIN,10,10,814,1266,12.348856,62,252,3811.24707,5927.451172,2,2,170.860889,158.795219,9513.325933,271.657688,255,664847518,2707919610,255,0.333902,0.109439,0.224463,81,127,1,188,2,1,1,1,1,2,0,0,1,2,2,0,Normal,0,192.168.1.14,192.168.1.1
118,16.136995,tcp,-,REQ,6,0,270,0,0.309847,254,0,111.54493,0.0,5,0,3227.399,0.0,6033.978,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,5,2,2,11,0,0,0,5,11,0,Normal,0,192.168.1.15,192.168.1.1
119,16.136995,tcp,-,REQ,6,0,270,0,0.309847,254,0,111.54493,0.0,5,0,3227.399,0.0,6033.978,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,5,2,2,11,0,0,0,5,11,0,Normal,0,192.168.1.16,192.168.1.1
120,17.272808,tcp,-,REQ,4,0,180,0,0.173683,254,0,62.526024,0.0,3,0,5757.6025,0.0,8142.4755,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0,192.168.1.17,192.168.1.1
121,17.267853,tcp,-,REQ,4,0,180,0,0.173733,254,0,62.543964,0.0,3,0,5755.9505,0.0,8140.131,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0,192.168.1.15,172.16.0.10
122,17.267853,tcp,-,REQ,4,0,180,0,0.173733,254,0,62.543964,0.0,3,0,5755.9505,0.0,8140.131,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0,192.168.1.16,172.16.0.10
123,0.869206,tcp,-,FIN,10,6,534,268,17.257129,254,252,4427.028809,2061.651611,2,1,89.176556,152.091797,4647.90085,215.683547,255,1130834393,1765038992,255,0.2012,0.108745,0.092455,53,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Normal,0,192.168.1.17,172.16.0.10
124,19.176811,tcp,-,REQ,4,0,180,0,0.156439,254,0,56.31802,0.0,3,0,6392.2705,0.0,9040.03,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0,192.168.1.18,172.16.0.10
125,17.272808,tcp,-,REQ,4,0,180,0,0.173683,254,0,62.526024,0.0,3,0,5757.6025,0.0,8142.4755,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0,192.168.1.19,172.16.0.10
126,16.687513,tcp,-,REQ,4,0,180,0,0.179775,254,0,64.719048,0.0,3,0,5562.5045,0.0,7866.557,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0,192.168.1.20,172.16.0.10
127,19.176811,tcp,-,REQ,4,0,180,0,0.156439,254,0,56.31802,0.0,3,0,6392.2705,0.0,9040.03,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0,192.168.1.21,172.16.0.10
128,0.816781,tcp,-,FIN,10,6,2516,268,18.364776,254,252,22184.65039,2193.978516,2,1,90.476222,137.692797,4489.654147,196.170453,255,2986121594,4120927092,255,0.234341,0.128308,0.106033,252,45,0,0,12,1,1,1,1,3,0,0,0,9,3,0,Normal,0,192.168.1.22,172.16.0.10
129,16.687513,tcp,-,REQ,4,0,180,0,0.179775,254,0,64.719048,0.0,3,0,5562.5045,0.0,7866.557,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,8,2,2,9,0,0,0,9,9,0,Normal,0,192.168.1.23,172.16.0.10
130,0.724897,tcp,-,FIN,10,6,534,268,20.692594,254,252,5308.340332,2472.075195,2,1,78.324111,114.136,4176.591702,179.829109,255,1754390776,3920969527,255,0.305671,0.154212,0.151459,53,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Normal,0,192.168.1.24,172.16.0.10
264,0.502392,tcp,http,FIN,10,8,938,354,33.838119,254,252,13455.62891,4936.384277,2,1,53.853,62.081,3382.950901,125.017484,255,212558147,1344236237,255,0.10843,0.067821,0.040609,94,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,Exploits,1,198.51.100.4,192.168.1.254
265,0.460161,tcp,http,FIN,12,20,908,18088,67.367726,62,252,14481.8877,298747.625,2,7,41.83282,21.012526,3014.90589,2285.089136,255,24379987,3237873338,255,0.096038,0.048439,0.047599,76,904,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1,198.51.100.4,192.168.1.254
266,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,3,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1,198.51.100.4,192.168.1.254
267,1.244202,ospf,-,INT,28,0,3024,0,21.700656,254,0,18749.36719,0.0,0,0,46.081555,0.0,57.727293,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Fuzzers,1,198.51.100.4,192.168.1.254
268,1.244202,ospf,-,INT,28,0,3024,0,21.700656,254,0,18749.36719,0.0,0,0,46.081555,0.0,57.727293,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.254
269,1.244202,ospf,-,INT,28,0,3024,0,21.700656,254,0,18749.36719,0.0,0,0,46.081555,0.0,57.727293,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.254
270,1.244202,ospf,-,INT,28,0,3024,0,21.700656,254,0,18749.36719,0.0,0,0,46.081555,0.0,57.727293,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.254
271,1.244202,ospf,-,INT,28,0,3024,0,21.700656,254,0,18749.36719,0.0,0,0,46.081555,0.0,57.727293,0.0,0,0,0,0,0.0,0.0,0.0,108,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Exploits,1,198.51.100.4,192.168.1.254
272,0.289402,tcp,http,FIN,10,8,1134,1074,58.741818,254,252,28223.71484,25984.61523,2,2,32.155778,37.544145,1739.388491,71.479023,255,3606458423,514971185,255,0.076918,0.025907,0.051011,113,134,1,98,2,1,1,1,1,2,0,0,1,1,2,0,Exploits,1,198.51.100.4,192.168.1.254
273,0.667368,tcp,-,FIN,10,8,564,354,25.473202,254,252,6089.59375,3716.09082,2,1,74.152,93.739141,5450.195183,136.591312,255,2781332383,4013544591,255,0.016439,0.010495,0.005944,56,44,0,0,1,1,1,1,1,1,0,0,0,3,1,0,Reconnaissance,1,198.51.100.4,192.168.1.254
274,0.209133,tcp,http,FIN,10,6,508,268,71.724692,254,252,17519.95117,8568.709961,2,1,21.766333,32.622801,1139.187144,51.108875,255,3869127034,1987960674,255,0.066589,0.046011,0.020578,51,45,1,0,12,1,2,2,1,12,0,0,1,2,12,0,Fuzzers,1,10.0.0.66,192.168.1.1
275,0.197552,tcp,http,FIN,10,6,758,268,75.929377,254,252,27658.54102,9071.029297,2,1,20.485667,33.139398,1041.396323,50.775418,255,948977096,112926856,255,0.060979,0.031846,0.029133,76,45,1,0,12,1,4,4,1,12,0,0,1,5,12,0,Fuzzers,1,10.0.0.66,192.168.1.1
276,8e-06,udp,-,INT,2,0,168,0,125000.0003,254,0,84000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1,10.0.0.66,192.168.1.1
277,0.483004,tcp,http,FIN,10,8,566,354,35.196396,254,252,8447.134766,5134.533203,2,1,53.667111,58.820855,3414.740225,110.386664,255,2964286253,3984427726,255,0.117386,0.057477,0.059909,57,44,1,0,10,1,3,2,1,10,0,0,1,3,9,0,Fuzzers,1,10.0.0.66,192.168.1.1
278,0.523646,tcp,-,FIN,10,6,674,268,28.645306,254,252,9273.44043,3422.15918,2,1,56.548667,91.055602,3256.640996,156.682875,255,2589843549,889491255,255,0.087022,0.06836,0.018662,67,45,0,0,7,1,1,1,1,7,0,0,0,1,7,0,Fuzzers,1,10.0.0.66,192.168.1.1
279,2.032866,tcp,ftp,FIN,22,22,1186,1602,21.152403,62,252,4458.729492,6021.056152,7,9,96.803144,94.474999,4838.362529,5599.901392,255,3182323027,3647175709,255,0.087444,0.047985,0.039459,54,73,0,0,1,1,3,1,1,2,1,1,0,2,1,0,Exploits,1,10.0.0.66,192.168.1.1
280,0.727527,tcp,ftp-data,FIN,8,8,364,1628,20.617791,62,252,3507.773438,15669.52148,1,2,103.784429,94.951859,6926.842878,177.307719,255,1613063914,4226155936,255,0.106917,0.062859,0.044058,46,204,0,0,1,1,3,1,1,2,0,0,0,2,1,0,Exploits,1,10.0.0.66,192.168.1.1
281,9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,1,0,0,0,2,1,0,Reconnaissance,1,10.0.0.66,192.168.1.1
282,0.681871,tcp,-,FIN,20,8,17266,354,39.596933,254,252,192446.9531,3637.051514,7,1,33.942421,88.76143,2745.442647,108.610156,255,894453596,631719121,255,0.179623,0.060533,0.11909,863,44,0,0,7,1,2,2,1,6,0,0,0,2,6,0,Fuzzers,1,10.0.0.66,192.168.1.1
283,0.566928,tcp,-,FIN,10,6,490,268,26.458385,254,252,6223.012207,3160.89502,2,1,61.171222,91.168203,3197.205408,141.913062,255,2164953844,3754353766,255,0.187663,0.111084,0.076579,49,45,0,0,7,1,1,1,1,6,0,0,0,1,6,0,Fuzzers,1,10.0.0.66,192.168.1.1
284,0.833854,tcp,-,FIN,10,8,738,354,20.387262,254,252,6380.013672,2974.141602,2,1,88.893111,107.523,4899.931215,219.430766,255,2847876758,3176499143,255,0.201948,0.081185,0.120763,74,44,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Fuzzers,1,10.0.0.66,192.168.1.5
285,0.766293,tcp,-,FIN,10,6,1506,268,19.574758,254,252,14156.46484,2338.531006,2,1,77.807333,141.455203,4551.385383,223.827219,255,21155452,2121765072,255,0.097646,0.059008,0.038638,151,45,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1,10.0.0.66,192.168.1.5
286,0.583476,tcp,-,FIN,10,6,1098,268,25.707998,254,252,13560.11231,3071.248779,2,1,60.923778,101.297398,3075.446986,138.131156,255,422840241,2269944729,255,0.11848,0.076982,0.041498,110,45,0,0,1,1,2,1,1,1,0,0,0,2,4,0,Exploits,1,10.0.0.66,192.168.1.5
287,0.625871,tcp,-,FIN,12,6,3984,268,27.162147,254,252,46680.54688,2863.209717,3,1,51.98709,112.379,0.0,174.931125,255,887016526,3679540910,255,0.17778,0.063971,0.113809,332,45,0,0,4,1,1,1,1,1,0,0,0,2,1,0,Exploits,1,10.0.0.66,192.168.1.5
288,1.173262,tcp,-,FIN,16,12,2080,1746,23.012763,254,252,13296.2627,10916.57324,5,4,78.21747,100.93018,3940.719692,122.909242,255,2090124388,4091386222,255,0.176776,0.06238,0.114396,130,146,0,0,1,1,1,1,1,1,0,0,0,1,1,0,DoS,1,10.0.0.66,192.168.1.5
289,0.451172,tcp,-,FIN,10,6,490,268,33.246744,254,252,7819.634277,3971.877686,2,1,50.120556,72.898602,2478.602593,111.996453,255,1226743990,1458274772,255,0.141762,0.086672,0.05509,49,45,0,0,3,1,2,2,1,3,0,0,0,2,3,0,Fuzzers,1,10.0.0.66,192.168.1.5
290,0.877186,tcp,-,FIN,10,8,564,354,19.380154,254,252,4632.99707,2827.222412,2,1,92.579444,116.24357,6044.314746,161.644531,255,4075039038,2745617955,255,0.112582,0.063473,0.049109,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Reconnaissance,1,10.0.0.66,192.168.1.5
291,0.694908,tcp,-,FIN,10,8,546,354,24.463669,254,252,5664.059082,3568.817627,2,1,74.593667,91.030711,5456.467953,129.041281,255,149432727,1119728438,255,0.109665,0.057685,0.05198,55,44,0,0,9,1,1,1,1,6,0,0,0,2,6,0,Fuzzers,1,10.0.0.66,192.168.1.5
292,0.534477,tcp,-,FIN,10,8,546,354,31.806795,254,252,7364.208496,4640.049805,2,1,57.001667,69.694859,3730.599306,113.067641,255,2006752785,3408677428,255,0.106518,0.046605,0.059913,55,44,0,0,7,1,1,1,1,7,0,0,0,1,7,0,Fuzzers,1,10.0.0.66,192.168.1.5
293,0.322297,tcp,-,FIN,10,6,546,268,46.540922,254,252,12212.33789,5560.088867,2,1,32.686444,56.491199,1747.044154,85.463906,255,949471373,3519959151,255,0.090418,0.039832,0.050586,55,45,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Fuzzers,1,10.0.0.66,192.168.1.5
131,1.625287,tcp,http,FIN,12,8,876,1182,11.690243,62,252,3952.532471,5094.484863,2,2,147.753369,221.341281,7502.326999,308.739156,255,1189974610,4041664482,255,0.184153,0.075141,0.109012,73,148,1,189,1,1,2,1,1,1,0,0,1,1,1,0,Normal,0,192.168.1.23,192.168.1.5
132,1.739142,tcp,-,FIN,10,8,2516,354,9.774935,254,252,10418.93066,1425.990601,2,1,193.200556,237.767719,11446.07773,345.173906,255,2807919407,90823043,255,0.155534,0.074759,0.080775,252,44,0,0,12,1,1,1,1,3,0,0,0,1,3,0,Normal,0,192.168.1.24,192.168.1.5
133,0.885835,tcp,-,FIN,10,6,534,268,16.933176,254,252,4343.924316,2022.950073,2,1,98.388333,146.184594,4828.08777,224.065016,255,1049614339,2314763912,255,0.264407,0.154903,0.109504,53,45,0,0,4,1,1,1,1,3,0,0,0,2,3,0,Normal,0,192.168.1.25,192.168.1.5
134,1.179485,tcp,-,FIN,10,8,534,354,14.413071,254,252,3262.440918,2102.612549,2,1,131.053889,157.24,7212.306954,296.206062,255,2521601668,1350177862,255,0.153475,0.059793,0.093682,53,44,0,0,5,1,1,1,1,2,0,0,0,2,2,0,Normal,0,192.168.1.26,192.168.1.5
135,1.318945,tcp,-,FIN,10,8,2516,354,12.889089,254,252,13738.25195,1880.290649,2,1,139.290556,176.796141,8370.505282,290.400688,255,194472982,3611257216,255,0.141348,0.081363,0.059985,252,44,0,0,1,1,2,1,1,1,0,0,0,1,2,0,Normal,0,192.168.1.27,192.168.1.5
136,1.048635,tcp,http,FIN,10,8,824,1206,16.211551,62,252,5660.692383,8056.1875,2,2,116.515,129.34943,6160.721977,249.897156,255,3719681799,1268959706,255,0.263248,0.142526,0.120722,82,151,1,201,4,1,1,1,1,4,0,0,1,1,4,0,Normal,0,192.168.1.28,192.168.1.5
